Streaming output truncated to the last 5000 lines.
episode 1880 frame 1009316 score 200.0 curiosity 0.03490942344069481
episode 1881 frame 1010348 score 2000.0 curiosity 0.37722672894597054
episode 1882 frame 1011021 score 1400.0 curiosity 0.07813334837555885
episode 1883 frame 1011785 score 1200.0 curiosity 0.3705499470233917
episode 1884 frame 1012603 score 1400.0 curiosity 0.15189304575324059
episode 1885 frame 1013198 score 400.0 curiosity 0.12936880439519882
episode 1886 frame 1013670 score 200.0 curiosity 0.027750642970204353
episode 1887 frame 1014433 score 1200.0 curiosity 0.15144243836402893
episode 1888 frame 1015446 score 2200.0 curiosity 0.3412825413106475
episode 1889 frame 1015904 score 400.0 curiosity 0.1660555312409997
episode 1890 frame 1016374 score 400.0 curiosity 0.159178264439106
episode 1891 frame 1016815 score 200.0 curiosity 0.0659988522529602
episode 1892 frame 1017424 score 800.0 curiosity 0.28172364830970764
episode 1893 frame 1018282 score 1800.0 curiosity 0.09023036062717438
episode 1894 frame 1018851 score 600.0 curiosity 0.08009488880634308
episode 1895 frame 1019444 score 400.0 curiosity 0.10466020926833153
episode 1896 frame 1019915 score 200.0 curiosity 0.05877799354493618
episode 1897 frame 1020539 score 800.0 curiosity 0.0678649665787816
episode 1898 frame 1021109 score 400.0 curiosity 0.30409160256385803
episode 1899 frame 1021796 score 1200.0 curiosity 0.12384618818759918
episode 1900 frame 1022541 score 600.0 curiosity 0.2066263183951378
episode 1901 frame 1023169 score 600.0 curiosity 0.10846089292317629
episode 1902 frame 1023919 score 1400.0 curiosity 0.2223552018404007
episode 1903 frame 1024370 score 400.0 curiosity 0.06624196469783783
episode 1904 frame 1024961 score 600.0 curiosity 0.09608061984181404
episode 1905 frame 1025650 score 800.0 curiosity 0.1471837367862463
episode 1906 frame 1026160 score 200.0 curiosity 0.1152018615975976
episode 1907 frame 1026724 score 600.0 curiosity 0.05237774923443794
episode 1908 frame 1027146 score 0.0 curiosity 0.05577543005347252
episode 1909 frame 1027695 score 600.0 curiosity 0.06712940894067287
episode 1910 frame 1028199 score 600.0 curiosity 0.0517239011824131
episode 1911 frame 1028766 score 400.0 curiosity 0.22137808054685593
episode 1912 frame 1029559 score 1800.0 curiosity 0.0713442973792553
episode 1913 frame 1030182 score 800.0 curiosity 0.09266781061887741
episode 1914 frame 1030718 score 200.0 curiosity 0.2001746967434883
episode 1915 frame 1031569 score 1200.0 curiosity 0.19448750838637352
episode 1916 frame 1032432 score 1400.0 curiosity 0.17212890088558197
episode 1917 frame 1033335 score 1600.0 curiosity 0.2729884684085846
episode 1918 frame 1034647 score 3200.0 curiosity 0.28128013014793396
episode 1919 frame 1035130 score 400.0 curiosity 0.08052752166986465
episode 1920 frame 1035798 score 1000.0 curiosity 0.07993246614933014
episode 1921 frame 1036655 score 1600.0 curiosity 0.21755337715148926
episode 1922 frame 1037214 score 400.0 curiosity 0.20375794917345047
episode 1923 frame 1037811 score 800.0 curiosity 0.04308973625302315
episode 1924 frame 1038399 score 600.0 curiosity 0.1258772797882557
episode 1925 frame 1039075 score 800.0 curiosity 0.09638353623449802
episode 1926 frame 1039987 score 1800.0 curiosity 0.16168532520532608
episode 1927 frame 1040583 score 1000.0 curiosity 0.04188483580946922
episode 1928 frame 1041076 score 600.0 curiosity 0.09091854095458984
episode 1929 frame 1041997 score 1800.0 curiosity 0.09405081032309681
episode 1930 frame 1042812 score 800.0 curiosity 0.19759276509284973
episode 1931 frame 1043497 score 1000.0 curiosity 0.12959476187825203
episode 1932 frame 1044232 score 800.0 curiosity 0.08403092436492443
episode 1933 frame 1045049 score 1200.0 curiosity 0.15188059210777283
episode 1934 frame 1045591 score 400.0 curiosity 0.19217879325151443
episode 1935 frame 1046239 score 800.0 curiosity 0.15174004901200533
episode 1936 frame 1046840 score 400.0 curiosity 0.06676544062793255
episode 1937 frame 1047567 score 600.0 curiosity 0.11637384258210659
episode 1938 frame 1049285 score 4600.0 curiosity 0.3540780395269394
episode 1939 frame 1049960 score 800.0 curiosity 0.28764837980270386
episode 1940 frame 1050530 score 400.0 curiosity 0.11282860487699509
episode 1941 frame 1051368 score 1600.0 curiosity 0.38981567323207855
episode 1942 frame 1052370 score 1600.0 curiosity 0.2707775663584471
episode 1943 frame 1053102 score 600.0 curiosity 0.14110315218567848
episode 1944 frame 1053785 score 800.0 curiosity 0.17399396374821663
episode 1945 frame 1054377 score 400.0 curiosity 0.08442992903292179
episode 1946 frame 1055005 score 600.0 curiosity 0.08357072621583939
episode 1947 frame 1056258 score 3000.0 curiosity 0.3345659524202347
episode 1948 frame 1056685 score 200.0 curiosity 0.06607672484824434
episode 1949 frame 1057589 score 1400.0 curiosity 0.26772038638591766
episode 1950 frame 1058301 score 1200.0 curiosity 0.09918121388182044
episode 1951 frame 1058860 score 600.0 curiosity 0.11312025412917137
episode 1952 frame 1059737 score 1800.0 curiosity 0.14434927701950073
